,degs,clos,betw,eigen
entrez gene/locuslink:852892,0.0642,0.3123,0.0004,0.0226
entrez gene/locuslink:851724,0.0398,0.3224,0.0004,0.0184
entrez gene/locuslink:856117,0.0066,0.2625,0.0,0.001
entrez gene/locuslink:851447,0.0155,0.283,0.0003,0.0021
entrez gene/locuslink:851197,0.0575,0.3256,0.0007,0.0247
entrez gene/locuslink:852703,0.0487,0.3045,0.0005,0.0077
entrez gene/locuslink:854977,0.0354,0.2995,0.0004,0.0069
entrez gene/locuslink:851470,0.0199,0.2902,0.0001,0.0047
entrez gene/locuslink:855184,0.0664,0.3389,0.0017,0.0282
entrez gene/locuslink:856827,0.0199,0.3069,0.0001,0.0123
entrez gene/locuslink:850552,0.0553,0.3072,0.0006,0.0141
entrez gene/locuslink:852651,0.0111,0.2898,0.0001,0.0035
entrez gene/locuslink:855357,0.0354,0.2999,0.0004,0.0134
entrez gene/locuslink:855477,0.0398,0.2939,0.0005,0.0044
entrez gene/locuslink:854458,0.0487,0.3177,0.0012,0.0097
entrez gene/locuslink:855929,0.2412,0.3402,0.0042,0.105
entrez gene/locuslink:852468,0.0243,0.305,0.0002,0.0069
entrez gene/locuslink:855116,0.0133,0.2563,0.0,0.0027
entrez gene/locuslink:850598,0.0332,0.2885,0.0001,0.0069
entrez gene/locuslink:851564,0.0243,0.3116,0.0002,0.0131
entrez gene/locuslink:850974,0.0088,0.2738,0.0,0.0029
entrez gene/locuslink:854085,0.2566,0.3395,0.0039,0.1111
entrez gene/locuslink:856842,0.0398,0.2895,0.0003,0.0035
entrez gene/locuslink:851048,0.0398,0.304,0.0003,0.0062
entrez gene/locuslink:854185,0.0221,0.3023,0.0002,0.0048
entrez gene/locuslink:850956,0.1283,0.3335,0.0012,0.0622
entrez gene/locuslink:851814,0.0288,0.3054,0.0006,0.0057
entrez gene/locuslink:854424,0.031,0.2782,0.0001,0.0021
entrez gene/locuslink:855083,0.0288,0.286,0.0002,0.0027
entrez gene/locuslink:852838,0.0332,0.2824,0.0012,0.0027
entrez gene/locuslink:851143,0.0796,0.31,0.0018,0.0138
entrez gene/locuslink:856162,0.0774,0.3228,0.0011,0.0285
entrez gene/locuslink:852743,0.0221,0.3065,0.0001,0.0089
entrez gene/locuslink:851430,0.0199,0.3149,0.0003,0.0086
entrez gene/locuslink:856787,0.0221,0.3121,0.0001,0.0097
entrez gene/locuslink:853361,0.0597,0.3414,0.001,0.0382
entrez gene/locuslink:850887,0.0398,0.2932,0.0001,0.0213
entrez gene/locuslink:852522,0.0044,0.2568,0.0,0.0009
entrez gene/locuslink:854802,0.0243,0.2922,0.0003,0.0033
entrez gene/locuslink:851720,0.0243,0.273,0.0002,0.0015
entrez gene/locuslink:856565,0.0133,0.2561,0.0,0.0008
entrez gene/locuslink:853154,0.0111,0.26,0.0,0.0011
entrez gene/locuslink:853155,0.031,0.3196,0.0003,0.0122
entrez gene/locuslink:855263,0.0265,0.3009,0.0003,0.006
entrez gene/locuslink:852657,0.0133,0.3034,0.0001,0.0066
entrez gene/locuslink:855882,0.0088,0.2902,0.0,0.0046
entrez gene/locuslink:851375,0.0066,0.2985,0.0,0.0061
entrez gene/locuslink:853624,0.0111,0.3061,0.0001,0.006
entrez gene/locuslink:851351,0.0133,0.3088,0.0001,0.0069
entrez gene/locuslink:855520,0.0354,0.3227,0.001,0.0106
entrez gene/locuslink:851908,0.0088,0.2788,0.0,0.0019
entrez gene/locuslink:855970,0.0487,0.3324,0.0006,0.0273
entrez gene/locuslink:852169,0.1416,0.3434,0.0041,0.052
entrez gene/locuslink:854931,0.0708,0.3251,0.0011,0.0169
entrez gene/locuslink:852101,0.0376,0.3048,0.0009,0.0083
entrez gene/locuslink:856614,0.0221,0.3107,0.0002,0.0138
entrez gene/locuslink:854862,0.0022,0.2336,0.0,0.0002
entrez gene/locuslink:851187,0.0044,0.2349,0.0,0.0002
entrez gene/locuslink:855159,0.0155,0.2911,0.0001,0.0037
entrez gene/locuslink:853389,0.1261,0.3171,0.0025,0.0202
entrez gene/locuslink:855309,0.0088,0.2779,0.0,0.0032
entrez gene/locuslink:855766,0.0111,0.2519,0.0001,0.0006
entrez gene/locuslink:855224,0.0487,0.3132,0.0009,0.0088
entrez gene/locuslink:853023,0.0155,0.2876,0.0001,0.0036
entrez gene/locuslink:851802,0.0177,0.2981,0.0002,0.0047
entrez gene/locuslink:854544,0.0487,0.3258,0.0009,0.0167
entrez gene/locuslink:853456,0.0155,0.2691,0.0001,0.001
entrez gene/locuslink:855362,0.0708,0.3068,0.0018,0.0064
entrez gene/locuslink:856744,0.0221,0.3038,0.0004,0.0039
entrez gene/locuslink:851518,0.0531,0.3033,0.0008,0.0076
entrez gene/locuslink:853227,0.031,0.2907,0.0003,0.0052
entrez gene/locuslink:852539,0.0133,0.2816,0.0009,0.0035
entrez gene/locuslink:851645,0.0288,0.2709,0.0002,0.0044
entrez gene/locuslink:855356,0.1372,0.3247,0.003,0.0162
entrez gene/locuslink:854404,0.0265,0.3119,0.0006,0.0065
entrez gene/locuslink:856769,0.0265,0.297,0.0001,0.0108
entrez gene/locuslink:854843,0.0111,0.2774,0.0,0.0047
entrez gene/locuslink:855067,0.0265,0.3033,0.0004,0.0081
entrez gene/locuslink:856823,0.0155,0.3003,0.0001,0.007
entrez gene/locuslink:851643,0.0111,0.263,0.0001,0.001
entrez gene/locuslink:854530,0.0088,0.2817,0.0004,0.0022
entrez gene/locuslink:855268,0.0088,0.2653,0.0001,0.001
entrez gene/locuslink:850412,0.0022,0.2198,0.0,0.0001
entrez gene/locuslink:854878,0.0155,0.2626,0.0,0.0009
entrez gene/locuslink:854434,0.0177,0.3025,0.0002,0.007
entrez gene/locuslink:854550,0.0088,0.2457,0.0,0.0004
entrez gene/locuslink:856909,0.0133,0.2603,0.0004,0.0009
entrez gene/locuslink:856674,0.073,0.3138,0.0015,0.0125
entrez gene/locuslink:850864,0.0177,0.2749,0.0001,0.0014
entrez gene/locuslink:856831,0.0619,0.3118,0.0023,0.0088
entrez gene/locuslink:855273,0.0111,0.2876,0.0001,0.0044
entrez gene/locuslink:856121,0.0044,0.2544,0.0,0.0005
entrez gene/locuslink:851648,0.0177,0.2726,0.0001,0.0022
entrez gene/locuslink:852822,0.0642,0.3003,0.0036,0.0045
entrez gene/locuslink:851468,0.0066,0.2665,0.0,0.0015
entrez gene/locuslink:852719,0.1947,0.3307,0.0052,0.0283
entrez gene/locuslink:850803,0.1018,0.3253,0.0018,0.0163
entrez gene/locuslink:854294,0.0442,0.3085,0.0004,0.0153
entrez gene/locuslink:856343,0.0951,0.3068,0.0019,0.0114
entrez gene/locuslink:853254,0.0243,0.2888,0.0003,0.0064
entrez gene/locuslink:850760,0.0177,0.2702,0.0001,0.0032
entrez gene/locuslink:851494,0.0796,0.3097,0.0024,0.008
entrez gene/locuslink:856294,0.0774,0.3155,0.002,0.0154
entrez gene/locuslink:853929,0.0221,0.2773,0.0001,0.0033
entrez gene/locuslink:856358,0.0111,0.2987,0.0,0.0057
entrez gene/locuslink:853390,0.0088,0.2838,0.0001,0.0022
entrez gene/locuslink:855170,0.0929,0.3247,0.0018,0.0212
entrez gene/locuslink:853556,0.0066,0.2643,0.0,0.0018
entrez gene/locuslink:856129,0.1084,0.3243,0.0024,0.0348
entrez gene/locuslink:852494,0.0155,0.2713,0.0001,0.0026
entrez gene/locuslink:854385,0.0265,0.2989,0.0005,0.0072
entrez gene/locuslink:855609,0.0487,0.307,0.0008,0.0152
entrez gene/locuslink:850563,0.0022,0.2349,0.0,0.0004
entrez gene/locuslink:856368,0.0332,0.2976,0.0009,0.0039
entrez gene/locuslink:850971,0.0066,0.2583,0.0,0.0023
entrez gene/locuslink:856226,0.0111,0.2612,0.0,0.0014
entrez gene/locuslink:850939,0.0221,0.3051,0.0001,0.0156
entrez gene/locuslink:851404,0.0155,0.2877,0.0003,0.0036
entrez gene/locuslink:853895,0.0066,0.2691,0.0,0.0013
entrez gene/locuslink:850554,0.0819,0.3086,0.0013,0.0124
entrez gene/locuslink:854435,0.0288,0.271,0.0001,0.0024
entrez gene/locuslink:850613,0.0354,0.2737,0.0004,0.003
entrez gene/locuslink:853597,0.0022,0.2149,0.0,0.0001
entrez gene/locuslink:851866,0.0155,0.2973,0.0002,0.006
entrez gene/locuslink:851408,0.0354,0.269,0.0002,0.0034
entrez gene/locuslink:851759,0.0177,0.2655,0.0001,0.0015
entrez gene/locuslink:851461,0.0221,0.2663,0.0,0.002
entrez gene/locuslink:851052,0.0088,0.2431,0.0,0.0003
entrez gene/locuslink:851478,0.0133,0.2725,0.0001,0.0016
entrez gene/locuslink:851154,0.0177,0.2835,0.0001,0.003
entrez gene/locuslink:852391,0.0088,0.2918,0.0001,0.0045
entrez gene/locuslink:856839,0.0044,0.2421,0.0,0.0003
entrez gene/locuslink:852512,0.0642,0.3218,0.0003,0.0368
entrez gene/locuslink:854433,0.0642,0.3139,0.0003,0.0279
entrez gene/locuslink:852256,0.0044,0.2389,0.0,0.0004
entrez gene/locuslink:851445,0.0332,0.3078,0.0004,0.0117
entrez gene/locuslink:853428,0.0265,0.315,0.0004,0.0088
entrez gene/locuslink:852269,0.0199,0.3167,0.0003,0.0125
entrez gene/locuslink:855312,0.0133,0.2738,0.0001,0.003
entrez gene/locuslink:850392,0.0066,0.2706,0.0,0.0027
entrez gene/locuslink:854071,0.0243,0.2985,0.0006,0.0064
entrez gene/locuslink:853127,0.0022,0.236,0.0,0.0002
entrez gene/locuslink:856536,0.0465,0.3089,0.0008,0.0096
entrez gene/locuslink:850367,0.0442,0.3078,0.0004,0.0115
entrez gene/locuslink:851996,0.2035,0.352,0.0072,0.0418
entrez gene/locuslink:852405,0.0686,0.3396,0.001,0.037
entrez gene/locuslink:852700,0.0398,0.3134,0.0012,0.0092
entrez gene/locuslink:852622,0.0177,0.2719,0.0001,0.0013
entrez gene/locuslink:852495,0.0088,0.2837,0.0001,0.0025
entrez gene/locuslink:853261,0.0487,0.2853,0.0003,0.0032
entrez gene/locuslink:854228,0.0066,0.2814,0.0,0.0023
entrez gene/locuslink:856153,0.0221,0.2929,0.0002,0.0063
entrez gene/locuslink:855103,0.0243,0.2833,0.0003,0.0023
entrez gene/locuslink:851563,0.0133,0.2916,0.0004,0.0048
entrez gene/locuslink:855429,0.0376,0.306,0.0007,0.0062
entrez gene/locuslink:852584,0.0088,0.2665,0.0,0.0012
entrez gene/locuslink:851649,0.0177,0.2779,0.0006,0.0017
entrez gene/locuslink:851614,0.0133,0.2816,0.0001,0.0035
entrez gene/locuslink:851314,0.1305,0.3005,0.0007,0.0147
entrez gene/locuslink:852121,0.0177,0.2834,0.0002,0.0034
entrez gene/locuslink:855485,0.0288,0.2984,0.0008,0.0041
entrez gene/locuslink:851624,0.0597,0.3125,0.0017,0.0081
entrez gene/locuslink:852612,0.0155,0.2967,0.0002,0.005
entrez gene/locuslink:853491,0.0088,0.2624,0.0,0.0012
entrez gene/locuslink:853857,0.2456,0.3375,0.0072,0.0332
entrez gene/locuslink:850593,0.0111,0.2978,0.0001,0.0053
entrez gene/locuslink:852937,0.0022,0.2298,0.0,0.0001
entrez gene/locuslink:853014,0.0044,0.2746,0.0,0.0014
entrez gene/locuslink:852664,0.0465,0.3269,0.0008,0.02
entrez gene/locuslink:852763,0.0575,0.3074,0.0015,0.0067
entrez gene/locuslink:851115,0.1593,0.3296,0.0019,0.068
entrez gene/locuslink:850539,0.0708,0.3097,0.0014,0.0084
entrez gene/locuslink:853552,0.0575,0.311,0.0021,0.0109
entrez gene/locuslink:851717,0.0265,0.2967,0.0005,0.0064
entrez gene/locuslink:854222,0.031,0.3106,0.0006,0.0069
entrez gene/locuslink:850786,0.0111,0.2554,0.0,0.0007
entrez gene/locuslink:850921,0.0133,0.2632,0.0005,0.0009
entrez gene/locuslink:851066,0.0022,0.2444,0.0,0.0004
entrez gene/locuslink:851661,0.0265,0.2876,0.0002,0.0036
entrez gene/locuslink:851411,0.0044,0.2629,0.0,0.0008
entrez gene/locuslink:853144,0.0597,0.3085,0.0011,0.0092
entrez gene/locuslink:853974,0.0177,0.2891,0.0002,0.0024
entrez gene/locuslink:856167,0.0177,0.2947,0.0005,0.0027
entrez gene/locuslink:850515,0.0243,0.2932,0.0006,0.0052
entrez gene/locuslink:856312,0.0177,0.2705,0.0001,0.0013
entrez gene/locuslink:852088,0.3783,0.359,0.0179,0.0737
entrez gene/locuslink:855503,0.0243,0.3098,0.0007,0.0079
entrez gene/locuslink:854930,0.0221,0.2891,0.0011,0.0043
entrez gene/locuslink:851312,0.0841,0.3175,0.0012,0.0196
entrez gene/locuslink:853329,0.0111,0.2856,0.0001,0.0043
entrez gene/locuslink:853545,0.0177,0.2948,0.0001,0.0082
entrez gene/locuslink:855336,0.042,0.3197,0.0003,0.0148
entrez gene/locuslink:855121,0.0155,0.2388,0.0,0.0002
entrez gene/locuslink:850484,0.0088,0.2322,0.0,0.0002
entrez gene/locuslink:851460,0.0066,0.2543,0.0,0.0011
entrez gene/locuslink:852966,0.0088,0.2406,0.0004,0.0004
entrez gene/locuslink:855720,0.0022,0.2135,0.0,0.0
entrez gene/locuslink:852552,0.0044,0.2714,0.0003,0.0016
entrez gene/locuslink:856364,0.0088,0.2488,0.0,0.0004
entrez gene/locuslink:852659,0.0376,0.2892,0.0007,0.0034
entrez gene/locuslink:856557,0.0597,0.3162,0.0015,0.0121
entrez gene/locuslink:856405,0.0133,0.3046,0.0,0.0122
entrez gene/locuslink:851804,0.0066,0.266,0.0,0.0023
entrez gene/locuslink:853539,0.1018,0.3437,0.0021,0.0371
entrez gene/locuslink:856908,0.0199,0.278,0.0,0.0023
entrez gene/locuslink:851688,0.0332,0.2888,0.0002,0.003
entrez gene/locuslink:852996,0.0243,0.2823,0.0,0.0045
entrez gene/locuslink:852492,0.0332,0.2873,0.0002,0.0058
entrez gene/locuslink:851903,0.0398,0.2955,0.0002,0.0104
entrez gene/locuslink:851886,0.0111,0.2914,0.0001,0.0051
entrez gene/locuslink:855198,0.0066,0.2531,0.0,0.0009
entrez gene/locuslink:856590,0.0133,0.2868,0.0001,0.0069
entrez gene/locuslink:851076,0.0796,0.3303,0.0018,0.0172
entrez gene/locuslink:850325,0.1881,0.3446,0.0034,0.0684
entrez gene/locuslink:856484,0.0332,0.2989,0.0003,0.0045
entrez gene/locuslink:853548,0.0088,0.2564,0.0,0.0008
entrez gene/locuslink:854387,0.042,0.3208,0.0006,0.0182
entrez gene/locuslink:851014,0.0066,0.2494,0.0001,0.0005
entrez gene/locuslink:852004,0.0155,0.274,0.0,0.0019
entrez gene/locuslink:851710,0.0221,0.3032,0.0003,0.008
entrez gene/locuslink:854084,0.0442,0.3271,0.0005,0.023
entrez gene/locuslink:852025,0.0354,0.2815,0.001,0.0024
entrez gene/locuslink:853509,0.0111,0.2435,0.0,0.0003
entrez gene/locuslink:852486,0.0243,0.2979,0.0006,0.0057
entrez gene/locuslink:853030,0.0177,0.2868,0.0002,0.0039
entrez gene/locuslink:850808,0.0442,0.2937,0.0005,0.0044
entrez gene/locuslink:854993,0.0199,0.27,0.0001,0.0026
entrez gene/locuslink:851745,0.0221,0.2908,0.0002,0.0048
entrez gene/locuslink:856161,0.0265,0.2973,0.0004,0.0039
entrez gene/locuslink:855522,0.0288,0.3109,0.0005,0.0076
entrez gene/locuslink:851311,0.0133,0.2715,0.0,0.0013
entrez gene/locuslink:856183,0.0155,0.2662,0.0001,0.003
entrez gene/locuslink:854938,0.1062,0.3247,0.0032,0.0107
entrez gene/locuslink:852469,0.0288,0.2728,0.0008,0.0026
entrez gene/locuslink:856605,0.0044,0.2453,0.0,0.0003
entrez gene/locuslink:853518,0.0221,0.3172,0.0003,0.0111
entrez gene/locuslink:855909,0.0066,0.2657,0.0,0.001
entrez gene/locuslink:853840,0.0265,0.2923,0.0001,0.0056
entrez gene/locuslink:853936,0.0243,0.2936,0.0001,0.0038
entrez gene/locuslink:851906,0.0465,0.293,0.0011,0.0063
entrez gene/locuslink:853047,0.0111,0.303,0.0001,0.006
entrez gene/locuslink:855887,0.0022,0.2345,0.0,0.0002
entrez gene/locuslink:852039,0.0199,0.2514,0.0004,0.0004
entrez gene/locuslink:854156,0.031,0.2932,0.0001,0.011
entrez gene/locuslink:853688,0.2124,0.3533,0.0088,0.0491
entrez gene/locuslink:854778,0.0531,0.3205,0.0008,0.0147
entrez gene/locuslink:850631,0.1527,0.3342,0.0045,0.0259
entrez gene/locuslink:851646,0.0155,0.2878,0.0003,0.0051
entrez gene/locuslink:856740,0.0221,0.2617,0.0,0.0018
entrez gene/locuslink:851295,0.0044,0.2748,0.0,0.0017
entrez gene/locuslink:852083,0.0243,0.2634,0.0002,0.0007
entrez gene/locuslink:854282,0.0243,0.2678,0.0002,0.001
entrez gene/locuslink:856837,0.042,0.3083,0.0016,0.0055
entrez gene/locuslink:853540,0.0044,0.2461,0.0,0.0003
entrez gene/locuslink:855872,0.0044,0.2484,0.0,0.0006
entrez gene/locuslink:852351,0.1681,0.3329,0.0042,0.0368
entrez gene/locuslink:856104,0.0022,0.1957,0.0,0.0
entrez gene/locuslink:856179,0.0088,0.2433,0.0004,0.0003
entrez gene/locuslink:851788,0.0376,0.3093,0.0007,0.0108
entrez gene/locuslink:856692,0.0022,0.2477,0.0,0.0005
entrez gene/locuslink:855746,0.0155,0.3044,0.0002,0.0058
entrez gene/locuslink:851583,0.0066,0.2588,0.0,0.0015
entrez gene/locuslink:852660,0.1217,0.3224,0.0023,0.0391
entrez gene/locuslink:852504,0.0221,0.2991,0.0002,0.0064
entrez gene/locuslink:850863,0.0376,0.3016,0.0001,0.0193
entrez gene/locuslink:851250,0.2367,0.341,0.0037,0.0977
entrez gene/locuslink:854273,0.0553,0.2931,0.0002,0.0084
entrez gene/locuslink:852774,0.0619,0.3093,0.0012,0.0111
entrez gene/locuslink:855458,0.0752,0.321,0.0015,0.0139
entrez gene/locuslink:853290,0.1106,0.3306,0.0039,0.0146
entrez gene/locuslink:855093,0.0265,0.2938,0.0003,0.0042
entrez gene/locuslink:853991,0.0243,0.2818,0.0,0.0027
entrez gene/locuslink:854467,0.0066,0.2573,0.0,0.0015
entrez gene/locuslink:855830,0.1106,0.3237,0.0024,0.0151
entrez gene/locuslink:855012,0.0774,0.3256,0.0019,0.0166
entrez gene/locuslink:855822,0.0111,0.2632,0.0,0.0041
entrez gene/locuslink:855071,0.0044,0.2573,0.0,0.0009
entrez gene/locuslink:856457,0.0177,0.2684,0.0001,0.0013
entrez gene/locuslink:851168,0.0354,0.2846,0.0002,0.0034
entrez gene/locuslink:852080,0.0088,0.233,0.0,0.0002
entrez gene/locuslink:854300,0.031,0.2879,0.0001,0.0042
entrez gene/locuslink:854235,0.0575,0.3143,0.0005,0.0265
entrez gene/locuslink:855739,0.042,0.3219,0.0005,0.0178
entrez gene/locuslink:856387,0.1018,0.3324,0.0028,0.0255
entrez gene/locuslink:853287,0.0332,0.2838,0.0001,0.0029
entrez gene/locuslink:851135,0.0265,0.2944,0.0007,0.0046
entrez gene/locuslink:856303,0.0376,0.2816,0.0003,0.008
entrez gene/locuslink:850712,0.1372,0.3229,0.0014,0.0745
entrez gene/locuslink:854046,0.0243,0.2786,0.0,0.0033
entrez gene/locuslink:852724,0.0863,0.3273,0.0031,0.0162
entrez gene/locuslink:851195,0.0199,0.2794,0.0004,0.0031
entrez gene/locuslink:851730,0.0243,0.297,0.0005,0.0065
entrez gene/locuslink:854835,0.0133,0.2815,0.0,0.0078
entrez gene/locuslink:851265,0.0111,0.2806,0.0002,0.0027
entrez gene/locuslink:852472,0.0066,0.2769,0.0001,0.0018
entrez gene/locuslink:851271,0.1482,0.3376,0.0053,0.0269
entrez gene/locuslink:851282,0.0177,0.268,0.0001,0.0021
entrez gene/locuslink:850396,0.0597,0.3161,0.0005,0.0171
entrez gene/locuslink:852291,0.0066,0.2622,0.0,0.0012
entrez gene/locuslink:851990,0.0354,0.3129,0.0008,0.0079
entrez gene/locuslink:852341,0.0597,0.2886,0.0002,0.0063
entrez gene/locuslink:851596,0.0774,0.3276,0.0022,0.0162
entrez gene/locuslink:855016,0.0442,0.3306,0.0012,0.0139
entrez gene/locuslink:854694,0.0221,0.3131,0.0002,0.0133
entrez gene/locuslink:852438,0.0066,0.2613,0.0,0.001
entrez gene/locuslink:852789,0.0111,0.3005,0.0001,0.0078
entrez gene/locuslink:851978,0.0221,0.2694,0.0001,0.0015
entrez gene/locuslink:852529,0.0022,0.2064,0.0,0.0
entrez gene/locuslink:850826,0.0133,0.26,0.0004,0.0008
entrez gene/locuslink:852546,0.0221,0.288,0.0001,0.0034
entrez gene/locuslink:856537,0.6681,0.3863,0.035,0.1564
entrez gene/locuslink:851457,0.073,0.3162,0.0018,0.0115
entrez gene/locuslink:856812,0.0111,0.2999,0.0,0.0093
entrez gene/locuslink:855607,0.0376,0.3163,0.0006,0.0121
entrez gene/locuslink:855568,0.5376,0.3656,0.0239,0.1155
entrez gene/locuslink:850369,0.031,0.2907,0.0007,0.0048
entrez gene/locuslink:855218,0.0044,0.2742,0.0,0.0033
entrez gene/locuslink:850304,0.042,0.3072,0.0004,0.0111
entrez gene/locuslink:853631,0.0111,0.289,0.0001,0.0042
entrez gene/locuslink:850339,0.0066,0.2618,0.0014,0.0011
entrez gene/locuslink:850548,0.0022,0.2075,0.0,0.0
entrez gene/locuslink:850334,0.0973,0.3313,0.0009,0.0307
entrez gene/locuslink:850360,0.0022,0.2468,0.0,0.0004
entrez gene/locuslink:854139,0.0155,0.27,0.0003,0.002
entrez gene/locuslink:851550,0.0177,0.2941,0.0005,0.0039
entrez gene/locuslink:850608,0.0044,0.2673,0.0,0.0009
entrez gene/locuslink:856427,0.0044,0.2417,0.0,0.0004
entrez gene/locuslink:856543,0.1394,0.3068,0.0011,0.0178
entrez gene/locuslink:854635,0.0088,0.2964,0.0,0.0057
entrez gene/locuslink:853381,0.0066,0.2296,0.0,0.0001
entrez gene/locuslink:851497,0.0066,0.2329,0.0,0.0002
entrez gene/locuslink:855972,0.0133,0.2666,0.0001,0.0026
entrez gene/locuslink:851988,0.031,0.2846,0.0003,0.0026
entrez gene/locuslink:851483,0.0044,0.2564,0.0,0.0013
entrez gene/locuslink:850787,0.042,0.3275,0.0014,0.0247
entrez gene/locuslink:851469,0.0133,0.2732,0.0001,0.0013
entrez gene/locuslink:851448,0.031,0.3167,0.0004,0.0135
entrez gene/locuslink:853416,0.0796,0.312,0.0004,0.037
entrez gene/locuslink:851423,0.0022,0.2258,0.0,0.0001
entrez gene/locuslink:851409,0.0133,0.2863,0.0004,0.0042
entrez gene/locuslink:853793,0.0022,0.2226,0.0,0.0001
entrez gene/locuslink:851324,0.0265,0.3206,0.0001,0.0134
entrez gene/locuslink:854554,0.0199,0.3041,0.0001,0.0071
entrez gene/locuslink:852949,0.0177,0.2959,0.0001,0.0054
entrez gene/locuslink:851313,0.0199,0.2787,0.0004,0.0025
entrez gene/locuslink:850591,0.0022,0.2179,0.0,0.0001
entrez gene/locuslink:851310,0.0088,0.2601,0.0004,0.0009
entrez gene/locuslink:855040,0.0133,0.2638,0.0001,0.0011
entrez gene/locuslink:851359,0.1084,0.3275,0.0021,0.0319
entrez gene/locuslink:854062,0.1217,0.334,0.0017,0.0557
entrez gene/locuslink:851576,0.0332,0.2805,0.0,0.0036
entrez gene/locuslink:852100,0.042,0.3082,0.0004,0.0084
entrez gene/locuslink:851590,0.0199,0.2951,0.0001,0.0075
entrez gene/locuslink:851621,0.0044,0.2603,0.0001,0.0007
entrez gene/locuslink:851633,0.0155,0.3003,0.0001,0.0066
entrez gene/locuslink:851635,0.0221,0.2838,0.0004,0.0032
entrez gene/locuslink:853856,0.031,0.2959,0.0001,0.0075
entrez gene/locuslink:851642,0.0088,0.2865,0.0,0.0066
entrez gene/locuslink:852422,0.0066,0.2507,0.0001,0.0005
entrez gene/locuslink:851692,0.0022,0.2395,0.0,0.0004
entrez gene/locuslink:851706,0.0044,0.2559,0.0,0.0007
entrez gene/locuslink:850905,0.0354,0.2867,0.0003,0.0036
entrez gene/locuslink:856575,0.0155,0.2571,0.0,0.0006
entrez gene/locuslink:853237,0.0288,0.3286,0.0007,0.0136
entrez gene/locuslink:851781,0.0465,0.3074,0.0007,0.0188
entrez gene/locuslink:855596,0.0155,0.2616,0.0,0.0016
entrez gene/locuslink:851800,0.0177,0.2982,0.0002,0.0037
entrez gene/locuslink:851842,0.0044,0.2776,0.0,0.0017
entrez gene/locuslink:851873,0.0066,0.2834,0.0007,0.0039
entrez gene/locuslink:850847,0.0044,0.2208,0.0,0.0001
entrez gene/locuslink:851926,0.0177,0.2886,0.0007,0.0098
entrez gene/locuslink:856725,0.0044,0.224,0.0003,0.0002
entrez gene/locuslink:851949,0.0066,0.267,0.0,0.0015
entrez gene/locuslink:855341,0.0155,0.3003,0.0001,0.0087
entrez gene/locuslink:851959,0.0288,0.2929,0.0001,0.013
entrez gene/locuslink:852009,0.0066,0.2166,0.0004,0.0001
entrez gene/locuslink:850423,0.0111,0.2738,0.0007,0.0025
entrez gene/locuslink:852093,0.0111,0.2613,0.0,0.0008
entrez gene/locuslink:852856,0.0066,0.2787,0.0001,0.0019
entrez gene/locuslink:850603,0.0088,0.2599,0.0,0.004
entrez gene/locuslink:856287,0.0088,0.2779,0.0,0.003
entrez gene/locuslink:850604,0.0177,0.2733,0.0,0.0017
entrez gene/locuslink:852830,0.104,0.3285,0.0025,0.0227
entrez gene/locuslink:851284,0.0199,0.2842,0.0001,0.0034
entrez gene/locuslink:852783,0.0088,0.2781,0.0001,0.0026
entrez gene/locuslink:852621,0.0066,0.2316,0.0,0.0002
entrez gene/locuslink:853750,0.0044,0.251,0.0,0.0004
entrez gene/locuslink:851317,0.0265,0.2975,0.0005,0.0065
entrez gene/locuslink:854332,0.0066,0.2418,0.0,0.0006
entrez gene/locuslink:852609,0.0088,0.2699,0.0,0.0018
